#segundos nanosegundos Rango theta Radio
506 143000000 3.148157 -1.264367 0.293974
506 143000000 6.273272 -0.324125 0.499511
506 143000000 2.456004 -0.000734 0.275806
506 143000000 6.226890 1.081331 0.475629
506 143000000 2.463885 1.595554 0.512654
506 167000000 3.153010 -1.267450 0.299952
506 167000000 6.271868 -0.324338 0.501342
506 167000000 2.447458 0.001359 0.267634
506 167000000 6.244744 1.081414 0.494140
506 167000000 2.410044 1.583192 0.451230
506 193000000 3.160101 -1.269264 0.306805
506 193000000 6.283492 -0.324370 0.514116
506 193000000 2.459082 -0.000580 0.282537
506 193000000 6.246639 1.081735 0.497879
506 193000000 2.477314 1.601952 0.528645
506 217000000 3.131862 -1.267586 0.281560
506 217000000 6.264753 -0.324612 0.499819
506 217000000 2.448526 -0.000547 0.276212
506 217000000 6.266749 1.083227 0.519130
506 217000000 2.454718 1.597810 0.503565
506 242000000 3.142074 -1.268437 0.290914
506 242000000 6.254513 -0.324897 0.493385
506 242000000 2.456551 -0.000480 0.284699
506 242000000 6.227222 1.082633 0.480111
506 242000000 2.457390 1.599600 0.506675
506 268000000 3.139963 -1.269514 0.289935
506 268000000 6.250759 -0.324641 0.491787
506 268000000 2.461225 -0.001632 0.292880
506 268000000 6.214809 1.082975 0.471236
506 268000000 2.427200 1.593833 0.471954
506 293000000 3.142047 -1.270042 0.292003
506 293000000 6.260717 -0.324993 0.503534
506 293000000 2.420553 0.001521 0.257291
506 293000000 6.252250 1.082475 0.507608
506 293000000 2.469238 1.602960 0.517657
506 320000000 3.125237 -1.268092 0.276325
506 320000000 6.258143 -0.325152 0.504507
506 320000000 2.427336 0.000207 0.267567
506 320000000 6.245777 1.083221 0.502607
506 320000000 2.499492 1.612862 0.552523
506 342000000 3.147849 -1.274363 0.301266
506 342000000 6.247429 -0.325462 0.496938
506 342000000 2.445620 -0.001339 0.285574
506 342000000 6.218910 1.084779 0.478815
506 342000000 2.460275 1.605686 0.510556
506 369000000 3.140985 -1.272496 0.293104
506 369000000 6.253828 -0.325231 0.504813
506 369000000 2.444359 -0.001022 0.287324
506 369000000 6.271211 1.083821 0.529950
506 369000000 2.455605 1.604202 0.503026
506 394000000 3.137195 -1.273702 0.291529
506 394000000 6.262071 -0.324530 0.516384
506 394000000 2.430665 0.000033 0.278245
506 394000000 6.217645 1.085623 0.479337
506 394000000 2.464186 1.607598 0.512399
506 419000000 3.124307 -1.271950 0.277167
506 419000000 6.263850 -0.323954 0.523371
506 419000000 2.422324 0.000987 0.271751
506 419000000 6.232133 1.085004 0.495574
506 419000000 2.342625 1.574536 0.374178
506 450000000 5.485394 -1.505663 0.955451
506 450000000 3.135548 -1.275931 0.290861
506 450000000 6.229185 -0.325810 0.489309
506 450000000 2.436442 -0.001352 0.288911
506 450000000 6.233177 1.085321 0.497479
506 450000000 2.723820 1.671707 0.809176
506 474000000 4.983033 -1.529146 0.448657
506 474000000 3.136926 -1.277135 0.293623
506 474000000 6.224059 -0.328587 0.484913
506 474000000 2.425092 -0.001391 0.281876
506 474000000 6.240406 1.085452 0.506055
506 474000000 2.529410 1.628764 0.588583
506 499000000 5.008526 -1.528419 0.475682
506 499000000 3.117990 -1.280911 0.276674
506 499000000 6.251631 -0.325917 0.521296
506 499000000 2.410136 -0.001330 0.270735
506 499000000 6.263037 1.083590 0.529822
506 499000000 2.369882 1.584739 0.404812
506 524000000 5.048807 -1.526993 0.517428
506 524000000 3.134430 -1.281403 0.292861
506 524000000 6.196303 -0.328143 0.466787
506 524000000 2.421096 -0.004054 0.284425
506 524000000 6.205503 1.084570 0.476311
506 524000000 2.406952 1.595352 0.446350
506 550000000 3.131882 -1.285524 0.292118
506 550000000 6.215429 -0.331284 0.487934
506 550000000 2.405084 -0.004818 0.272254
506 550000000 6.226282 1.082699 0.499354
506 550000000 2.511589 1.625168 0.568602
506 578000000 4.895929 -1.534786 0.356567
506 578000000 3.128773 -1.289744 0.288089
506 578000000 6.265495 -0.336296 0.540401
506 578000000 2.417008 -0.009244 0.288107
506 578000000 6.210499 1.078606 0.482396
506 578000000 2.399605 1.591985 0.438944
506 600000000 4.973210 -1.536725 0.433865
506 600000000 3.131850 -1.293856 0.292970
506 600000000 6.220798 -0.338100 0.499981
506 600000000 2.397450 -0.011654 0.271731
506 600000000 6.215137 1.078711 0.489948
506 600000000 2.434970 1.600815 0.480080
506 625000000 4.973147 -1.541237 0.433361
506 625000000 3.123592 -1.297478 0.284496
506 625000000 6.197862 -0.341526 0.482440
506 625000000 2.389886 -0.015552 0.269481
506 625000000 6.219703 1.073922 0.498326
506 625000000 2.438388 1.599545 0.484737
506 650000000 3.128597 -1.303995 0.288693
506 650000000 6.215538 -0.347226 0.501643
506 650000000 2.380672 -0.018663 0.263656
506 650000000 6.207413 1.071675 0.489145
506 650000000 2.425543 1.596614 0.474818
506 675000000 3.133641 -1.308639 0.293811
506 675000000 6.187717 -0.350215 0.477738
506 675000000 2.382907 -0.025047 0.269861
506 675000000 6.210683 1.066648 0.493827
506 675000000 2.465186 1.600669 0.516532
506 700000000 3.149085 -1.319161 0.309062
506 700000000 6.213173 -0.357578 0.506683
506 700000000 2.368874 -0.029737 0.260788
506 700000000 6.243118 1.061683 0.529164
506 700000000 2.448812 1.594311 0.500429
506 727000000 3.137237 -1.323765 0.296011
506 727000000 6.232714 -0.363873 0.529840
506 727000000 2.371441 -0.037338 0.268354
506 727000000 6.175376 1.057164 0.468193
506 727000000 2.441306 1.589180 0.494607
506 749000000 3.126123 -1.331654 0.286145
506 749000000 6.194422 -0.369637 0.495999
506 749000000 2.368965 -0.044099 0.269725
506 749000000 6.186453 1.052765 0.481645
506 749000000 2.431266 1.582661 0.484265
506 775000000 3.140950 -1.339820 0.300816
506 775000000 6.184816 -0.377054 0.488579
506 775000000 2.366750 -0.050271 0.271198
506 775000000 6.194897 1.046255 0.493345
506 775000000 2.483372 1.587836 0.540641
506 800000000 3.138035 -1.347196 0.298085
506 800000000 6.206805 -0.383929 0.515565
506 800000000 2.364646 -0.058295 0.273656
506 800000000 6.221246 1.039893 0.521697
506 800000000 2.457180 1.580962 0.514469
506 826000000 3.130031 -1.353887 0.289082
506 826000000 6.197914 -0.389907 0.508711
506 826000000 2.357681 -0.064110 0.270537
506 826000000 6.205351 1.033591 0.508995
506 826000000 2.449758 1.575581 0.509184
506 851000000 3.132930 -1.361550 0.290412
506 851000000 6.211104 -0.398677 0.527157
506 851000000 2.358577 -0.071068 0.274171
506 851000000 6.172944 1.029237 0.479940
506 851000000 2.424580 1.567007 0.483825
506 876000000 3.139795 -1.367609 0.298483
506 876000000 6.167579 -0.402935 0.486488
506 876000000 2.344858 -0.077234 0.265388
506 876000000 6.198427 1.021225 0.508174
506 876000000 2.471462 1.566941 0.531949
506 900000000 3.128772 -1.378365 0.288203
506 900000000 6.177615 -0.411119 0.499186
506 900000000 2.349299 -0.085754 0.272703
506 900000000 6.207120 1.013894 0.519369
506 900000000 2.432825 1.558313 0.494229
506 924000000 3.129440 -1.386945 0.287850
506 924000000 6.176846 -0.418654 0.500829
506 924000000 2.346207 -0.093119 0.273611
506 924000000 6.186042 1.008817 0.499968
506 924000000 2.478490 1.557711 0.541225
506 951000000 3.126300 -1.393295 0.285040
506 951000000 6.164109 -0.425872 0.491336
506 951000000 2.339057 -0.101088 0.270101
506 951000000 6.178411 1.002332 0.494301
506 951000000 2.427783 1.543387 0.488368
506 975000000 3.131015 -1.403292 0.292008
506 975000000 6.170327 -0.434153 0.500874
506 975000000 2.344489 -0.107332 0.277215
506 975000000 6.196391 0.993726 0.515235
506 975000000 2.418493 1.537045 0.480078
507 0 3.142322 -1.414212 0.303795
507 0 6.171771 -0.441487 0.503214
507 0 2.336354 -0.116272 0.273425
507 0 6.178633 0.987708 0.498916
507 0 2.452586 1.536688 0.515105
507 25000000 3.134661 -1.422242 0.296833
507 25000000 6.169182 -0.449958 0.504115
507 25000000 2.325710 -0.124867 0.268779
507 25000000 6.181406 0.980163 0.502731
507 25000000 2.486437 1.543868 0.562282
507 49000000 3.134993 -1.429195 0.295044
507 49000000 6.156840 -0.458607 0.497301
507 49000000 2.328440 -0.133220 0.273339
507 49000000 6.181221 0.971957 0.505586
507 49000000 2.494509 1.528955 0.560015
507 82000000 3.126043 -1.440527 0.287583
507 82000000 6.152533 -0.467718 0.496290
507 82000000 2.323955 -0.142405 0.271390
507 82000000 6.200151 0.962445 0.524846
507 82000000 2.449820 1.513492 0.512333
507 104000000 3.140968 -1.451986 0.302643
507 104000000 6.152396 -0.477366 0.498545
507 104000000 2.317313 -0.152522 0.268927
507 104000000 6.165512 0.955306 0.493274
507 104000000 2.436308 1.504774 0.499713
507 127000000 3.141226 -1.460075 0.302510
507 127000000 6.153894 -0.486283 0.502059
507 127000000 2.318526 -0.160947 0.272117
507 127000000 6.170286 0.946195 0.500678
507 127000000 2.431209 1.496046 0.495383
507 152000000 3.128820 -1.470745 0.289857
507 152000000 6.163207 -0.496664 0.513671
507 152000000 2.311339 -0.172213 0.267611
507 152000000 6.173215 0.937036 0.503734
507 152000000 2.428815 1.486592 0.493073
507 178000000 3.133584 -1.480854 0.297450
507 178000000 6.164506 -0.506173 0.516821
507 178000000 2.310303 -0.180412 0.270552
507 178000000 6.164239 0.927945 0.497060
507 178000000 2.413035 1.478750 0.477785
507 203000000 3.121706 -1.491594 0.285440
507 203000000 6.104834 -0.516806 0.462370
507 203000000 2.309117 -0.190529 0.271280
507 203000000 6.162999 0.918262 0.497036
507 203000000 2.434171 1.472140 0.497941
507 228000000 3.126429 -1.502694 0.291110
507 228000000 6.126392 -0.525551 0.483053
507 228000000 2.313808 -0.199989 0.276953
507 228000000 6.161850 0.908443 0.497610
507 228000000 2.477934 1.465349 0.539525
507 256000000 3.119339 -1.512578 0.284009
507 256000000 6.122075 -0.537463 0.481906
507 256000000 2.301607 -0.211467 0.269184
507 256000000 6.158995 0.897397 0.495972
507 256000000 2.439617 1.451694 0.501208
507 278000000 3.119520 -1.525785 0.285977
507 278000000 6.120475 -0.547591 0.483716
507 278000000 2.306396 -0.220638 0.274748
507 278000000 6.163144 0.888405 0.500612
507 278000000 2.448530 1.443594 0.508634
507 304000000 3.175564 -1.543959 0.346119
507 304000000 6.128545 -0.559350 0.493721
507 304000000 2.321208 -0.230000 0.289005
507 304000000 6.165720 0.876881 0.502939
507 304000000 2.436991 1.432371 0.498135
507 327000000 3.156529 -1.552550 0.326242
507 327000000 6.129735 -0.569559 0.497501
507 327000000 2.293991 -0.242389 0.267868
507 327000000 6.192309 0.867260 0.528944
507 327000000 2.429646 1.422051 0.491230
507 353000000 3.147873 -1.564177 0.320629
507 353000000 6.099528 -0.580468 0.469790
507 353000000 2.292186 -0.253626 0.268506
507 353000000 6.162077 0.856234 0.499669
507 353000000 2.431010 1.413665 0.493071
507 377000000 3.144692 -1.574661 0.315156
507 377000000 6.149538 -0.591429 0.519265
507 377000000 2.289487 -0.263770 0.267535
507 377000000 6.172825 0.846085 0.510955
507 377000000 2.435318 1.402666 0.495165
507 404000000 3.108828 -1.580311 0.278228
507 404000000 6.130835 -0.602843 0.503841
507 404000000 2.291823 -0.274285 0.271711
507 404000000 6.165722 0.834820 0.504528
507 404000000 2.448324 1.393999 0.505935
507 427000000 3.109688 -1.590365 0.276903
507 427000000 6.102971 -0.613080 0.479007
507 427000000 2.271358 -0.287311 0.257481
507 427000000 6.163276 0.824932 0.502211
507 427000000 2.441627 1.382740 0.500024
507 453000000 3.115965 -1.604759 0.287843
507 453000000 6.100211 -0.623077 0.477757
507 453000000 2.291236 -0.295318 0.274023
507 453000000 6.153116 0.814676 0.493843
507 453000000 2.422072 1.367545 0.476154
507 478000000 6.136979 -0.633353 0.515612
507 478000000 2.295069 -0.305894 0.279435
507 478000000 6.159973 0.803958 0.499669
507 478000000 2.443409 1.362353 0.499937
507 504000000 6.137375 -0.644124 0.517027
507 504000000 2.288909 -0.318584 0.276855
507 504000000 6.158973 0.793090 0.502258
507 504000000 2.434869 1.351617 0.492187
507 528000000 6.096980 -0.657073 0.482645
507 528000000 2.285401 -0.326242 0.274859
507 528000000 6.134208 0.784459 0.476629
507 528000000 2.439363 1.342850 0.495998
507 554000000 6.117779 -0.666994 0.503446
507 554000000 2.284135 -0.338854 0.275505
507 554000000 6.155028 0.773098 0.498129
507 554000000 2.443960 1.333243 0.498863
507 579000000 6.116210 -0.677065 0.503258
507 579000000 2.277410 -0.348541 0.272471
507 579000000 6.174026 0.762704 0.517185
507 579000000 2.454606 1.323740 0.505401
507 604000000 6.110031 -0.686877 0.499236
507 604000000 2.272610 -0.358370 0.269009
507 604000000 6.164028 0.752857 0.506446
507 604000000 2.437464 1.314606 0.493733
507 628000000 6.108446 -0.697247 0.500238
507 628000000 2.275958 -0.367831 0.273038
507 628000000 6.154625 0.743215 0.498498
507 628000000 2.458044 1.305466 0.507207
507 628000000 6.023714 1.607148 1.311073
507 653000000 6.108242 -0.708065 0.501565
507 653000000 2.265552 -0.377077 0.266374
507 653000000 6.157612 0.732929 0.500955
507 653000000 2.462749 1.295145 0.510269
507 678000000 6.102385 -0.718363 0.498055
507 678000000 2.273512 -0.388588 0.274474
507 678000000 6.173937 0.722917 0.516948
507 678000000 2.464687 1.285543 0.510291
507 704000000 6.105254 -0.728951 0.502643
507 704000000 2.275006 -0.399057 0.277406
507 704000000 6.158565 0.712947 0.501461
507 704000000 2.441218 1.275425 0.493663
507 728000000 6.103002 -0.738934 0.502400
507 728000000 2.264647 -0.407108 0.269221
507 728000000 6.156536 0.703302 0.500545
507 728000000 2.454623 1.265901 0.501921
507 753000000 6.097709 -0.748596 0.498430
507 753000000 2.264052 -0.417262 0.270126
507 753000000 6.170131 0.692150 0.514200
507 753000000 2.429819 1.255824 0.477977
507 779000000 6.094300 -0.759326 0.497324
507 779000000 2.257365 -0.426387 0.265341
507 779000000 6.171460 0.682499 0.515802
507 779000000 2.457056 1.246976 0.502733
507 804000000 6.108628 -0.768949 0.512084
507 804000000 2.260419 -0.438513 0.270692
507 804000000 6.158049 0.673038 0.501217
507 804000000 2.454018 1.237066 0.500002
507 829000000 6.090394 -0.779859 0.496592
507 829000000 2.254692 -0.446816 0.265584
507 829000000 6.179065 0.663043 0.522551
507 829000000 2.458431 1.227373 0.502187
507 854000000 6.115267 -0.788782 0.521516
507 854000000 2.265015 -0.459677 0.277150
507 854000000 6.139240 0.653007 0.483293
507 854000000 2.462611 1.217269 0.504614
507 879000000 6.098763 -0.801184 0.508247
507 879000000 2.256315 -0.469693 0.271353
507 879000000 6.152904 0.642961 0.497925
507 879000000 2.439482 1.208474 0.484469
507 902000000 6.083335 -0.809850 0.494664
507 902000000 2.257575 -0.478277 0.273432
507 902000000 6.157509 0.633510 0.501624
507 902000000 2.446344 1.200489 0.490681
507 929000000 6.087710 -0.821180 0.501054
507 929000000 2.254321 -0.487822 0.272165
507 929000000 6.193003 0.623023 0.537374
507 929000000 2.459886 1.189482 0.501944
507 953000000 6.113318 -0.828723 0.524862
507 953000000 2.256539 -0.498113 0.274859
507 953000000 6.164205 0.612750 0.510383
507 953000000 2.469541 1.180251 0.508267
507 978000000 6.091072 -0.841017 0.506348
507 978000000 2.248013 -0.508001 0.269899
507 978000000 6.163518 0.604499 0.510275
507 978000000 2.456359 1.170531 0.498443
508 5000000 6.080142 -0.850764 0.498381
508 5000000 2.239887 -0.517012 0.264249
508 5000000 6.157807 0.593843 0.503539
508 5000000 2.453357 1.161236 0.496804
508 29000000 6.072301 -0.859709 0.490678
508 29000000 2.248550 -0.527925 0.273172
508 29000000 6.154681 0.584729 0.501876
508 29000000 2.457888 1.152026 0.499385
508 54000000 6.078094 -0.870339 0.498315
508 54000000 2.237925 -0.536461 0.266219
508 54000000 6.152675 0.575330 0.501150
508 54000000 2.460531 1.143424 0.501662
508 78000000 6.082058 -0.880362 0.503896
508 78000000 2.227821 -0.544820 0.255544
508 78000000 6.149287 0.565698 0.499440
508 78000000 2.468692 1.132380 0.509603
508 104000000 6.074925 -0.889550 0.498904
508 104000000 2.233596 -0.555369 0.263977
508 104000000 6.186161 0.556393 0.535440
508 104000000 2.443626 1.127963 0.485879
508 128000000 6.074244 -0.899644 0.499173
508 128000000 2.243803 -0.566232 0.273426
508 128000000 6.122805 0.547157 0.474842
508 128000000 2.468140 1.117678 0.509687
508 154000000 6.057116 -0.906817 0.481458
508 154000000 2.233235 -0.575285 0.267531
508 154000000 6.148886 0.537847 0.501840
508 154000000 2.443505 1.108322 0.485702
508 178000000 6.071120 -0.919006 0.499898
508 178000000 2.252672 -0.588326 0.287751
508 178000000 6.145665 0.528653 0.499744
508 178000000 2.427609 1.101616 0.470395
508 203000000 6.075887 -0.928294 0.504081
508 203000000 2.214990 -0.593471 0.250644
508 203000000 6.125720 0.519353 0.482854
508 203000000 2.506440 1.087104 0.547894
508 229000000 6.063601 -0.936940 0.494659
508 229000000 2.236691 -0.604784 0.272767
508 229000000 6.138546 0.510635 0.494842
508 229000000 2.464539 1.084671 0.510200
508 253000000 6.068027 -0.947228 0.500239
508 253000000 2.230183 -0.613676 0.269032
508 253000000 6.141367 0.501251 0.498159
508 253000000 2.466247 1.072281 0.508958
508 278000000 6.063965 -0.955954 0.497429
508 278000000 2.236868 -0.623552 0.277019
508 278000000 6.108890 0.492071 0.469244
508 278000000 2.454516 1.064444 0.499003
508 302000000 6.067508 -0.965767 0.502586
508 302000000 2.237214 -0.632969 0.276369
508 302000000 6.121734 0.484195 0.481766
508 302000000 2.456484 1.056140 0.500309
508 329000000 6.060814 -0.974639 0.496864
508 329000000 2.238069 -0.643371 0.281043
508 329000000 6.117618 0.474530 0.480256
508 329000000 2.447539 1.047744 0.495487
508 353000000 6.060905 -0.983547 0.496386
508 353000000 2.212679 -0.651130 0.256234
508 353000000 6.175511 0.465738 0.536292
508 353000000 2.449625 1.039077 0.496770
508 379000000 6.062967 -0.993617 0.501392
508 379000000 2.207196 -0.659437 0.253031
508 379000000 6.150957 0.456862 0.514899
508 379000000 2.443092 1.030616 0.492728
508 405000000 6.067331 -1.002704 0.505836
508 405000000 2.227040 -0.670803 0.272852
508 405000000 6.143289 0.448064 0.508251
508 405000000 2.449037 1.022369 0.497297
508 429000000 6.061020 -1.011291 0.501048
508 429000000 2.224543 -0.679930 0.272362
508 429000000 6.111567 0.440260 0.479166
508 429000000 2.460191 1.014333 0.506149
508 454000000 6.055659 -1.019972 0.496146
508 454000000 2.222717 -0.688806 0.273041
508 454000000 6.160966 0.431157 0.529947
508 454000000 2.459809 1.006457 0.506838
508 484000000 6.056914 -1.029664 0.497414
508 484000000 2.226473 -0.699134 0.275633
508 484000000 6.137338 0.421128 0.506422
508 484000000 2.454819 0.996702 0.503001
508 504000000 6.057644 -1.038514 0.498712
508 504000000 2.212577 -0.707252 0.267090
508 504000000 6.125048 0.413174 0.498436
508 504000000 2.454685 0.989888 0.504049
508 530000000 6.054924 -1.047183 0.498629
508 530000000 2.212613 -0.716357 0.267748
508 530000000 6.128564 0.404996 0.502867
508 530000000 2.441828 0.982369 0.496758
508 554000000 6.047664 -1.055301 0.492259
508 554000000 2.222420 -0.726560 0.276377
508 554000000 6.130447 0.397457 0.505964
508 554000000 2.446608 0.974504 0.499770
508 580000000 6.057946 -1.065089 0.501837
508 580000000 2.203288 -0.734028 0.259847
508 580000000 6.110842 0.387449 0.488538
508 580000000 2.445826 0.966814 0.500245
508 605000000 6.053744 -1.073388 0.498376
508 605000000 2.211157 -0.743780 0.270159
508 605000000 6.127057 0.379642 0.505496
508 605000000 2.439006 0.958162 0.494579
508 629000000 6.052136 -1.081715 0.498200
508 629000000 2.196132 -0.750142 0.256252
508 629000000 6.119284 0.372259 0.499752
508 629000000 2.447584 0.951115 0.502149
508 654000000 6.050599 -1.090376 0.498524
508 654000000 2.221760 -0.763244 0.283661
508 654000000 6.118066 0.364067 0.499941
508 654000000 2.440479 0.943323 0.498069
508 678000000 6.050237 -1.099255 0.499133
508 678000000 2.220324 -0.769604 0.282760
508 678000000 6.110657 0.355288 0.493932
508 678000000 2.446409 0.935493 0.502567
508 706000000 6.049232 -1.107578 0.499359
508 706000000 2.233006 -0.779444 0.295384
508 706000000 6.114643 0.346926 0.500180
508 706000000 2.417071 0.924568 0.474062
508 730000000 6.049124 -1.115796 0.499516
508 730000000 2.201394 -0.786552 0.266992
508 730000000 6.104623 0.340625 0.490624
508 730000000 2.437447 0.920044 0.497329
508 755000000 6.054612 -1.124631 0.504891
508 755000000 2.198056 -0.795629 0.266474
508 755000000 6.115703 0.331385 0.502949
508 755000000 2.430139 0.912958 0.493285
508 780000000 6.051876 -1.131899 0.503455
508 780000000 2.203424 -0.806901 0.272884
508 780000000 6.109442 0.323732 0.499499
508 780000000 2.404869 0.903527 0.471173
508 805000000 6.047183 -1.140652 0.498846
508 805000000 2.202418 -0.813161 0.271828
508 805000000 6.112835 0.315049 0.506238
508 805000000 2.445051 0.898850 0.507030
508 830000000 6.046277 -1.149025 0.499865
508 830000000 2.210990 -0.821037 0.280417
508 830000000 6.100583 0.306932 0.493360
508 830000000 2.420550 0.889079 0.486584
508 853000000 6.042102 -1.157932 0.495771
508 853000000 2.198594 -0.828682 0.268146
508 853000000 6.101516 0.300080 0.496558
508 853000000 2.436693 0.883149 0.501080
508 880000000 6.045920 -1.165942 0.500512
508 880000000 2.200533 -0.839370 0.273085
508 880000000 6.119042 0.290090 0.517731
508 880000000 2.453868 0.876864 0.516854
508 904000000 6.048477 -1.174315 0.503411
508 904000000 2.181875 -0.846260 0.256682
508 904000000 6.101265 0.283212 0.500553
508 904000000 2.432788 0.867957 0.501028
508 930000000 6.044067 -1.183178 0.500087
508 930000000 2.181146 -0.853823 0.254598
508 930000000 6.110384 0.273901 0.511164
508 930000000 2.438946 0.860216 0.507356
508 930000000 3.019753 1.596617 0.236789
508 954000000 6.039556 -1.191890 0.498060
508 954000000 2.188135 -0.865628 0.265778
508 954000000 6.100585 0.265965 0.505293
508 954000000 2.431276 0.851923 0.500485
508 954000000 3.026791 1.590388 0.246790
508 981000000 6.039622 -1.201267 0.497881
508 981000000 2.199310 -0.875405 0.276518
508 981000000 6.100132 0.257563 0.504329
508 981000000 2.428183 0.843544 0.499093
508 981000000 3.055727 1.587700 0.277970
509 5000000 6.049183 -1.209309 0.506506
509 5000000 2.191555 -0.884743 0.270504
509 5000000 6.083438 0.250884 0.488530
509 5000000 2.414565 0.834791 0.486302
509 5000000 3.014345 1.573364 0.233840
509 29000000 6.049874 -1.217686 0.507977
509 29000000 2.194836 -0.893354 0.274441
509 29000000 6.089763 0.241920 0.496885
509 29000000 2.454343 0.830442 0.524437
509 29000000 3.013746 1.562244 0.228154
509 54000000 6.040714 -1.227136 0.501066
509 54000000 2.193293 -0.902930 0.274349
509 54000000 6.087487 0.233196 0.496915
509 54000000 2.395555 0.820112 0.471791
509 54000000 3.006008 1.554548 0.222258
509 79000000 6.038681 -1.236471 0.499055
509 79000000 2.187615 -0.912052 0.270647
509 79000000 6.090235 0.224639 0.499188
509 79000000 2.418458 0.811988 0.493407
509 79000000 3.039587 1.553282 0.259530
509 107000000 6.045170 -1.245622 0.505053
509 107000000 2.192187 -0.921882 0.274088
509 107000000 6.085541 0.214575 0.497864
509 107000000 2.438491 0.803228 0.513453
509 107000000 3.034438 1.545002 0.254105
509 130000000 6.042629 -1.254482 0.504395
509 130000000 2.182649 -0.931513 0.267122
509 130000000 6.080519 0.206602 0.495240
509 130000000 2.421282 0.792338 0.496414
509 130000000 3.033347 1.535393 0.253024
509 155000000 6.031848 -1.264567 0.494102
509 155000000 2.199531 -0.939587 0.282725
509 155000000 6.097740 0.195479 0.515345
509 155000000 2.456609 0.784538 0.532340
509 155000000 3.060373 1.526470 0.277084
509 180000000 6.037934 -1.273667 0.501875
509 180000000 2.180279 -0.951186 0.267378
509 180000000 6.083451 0.187918 0.501525
509 180000000 2.440961 0.776772 0.519055
509 180000000 3.003417 1.516260 0.223855
509 203000000 6.038260 -1.283040 0.500977
509 203000000 2.189096 -0.960822 0.276283
509 203000000 6.102399 0.180439 0.519005
509 203000000 2.451107 0.766832 0.528552
509 203000000 3.029923 1.508572 0.249178
509 229000000 6.038374 -1.291965 0.502369
509 229000000 2.183871 -0.971230 0.271799
509 229000000 6.084572 0.169463 0.505863
509 229000000 2.409260 0.761165 0.493253
509 229000000 3.006264 1.495517 0.228429
509 254000000 6.030026 -1.302319 0.495071
509 254000000 2.178460 -0.980412 0.268147
509 254000000 6.075890 0.161125 0.497747
509 254000000 2.403886 0.752192 0.489365
509 254000000 3.035203 1.491444 0.253650
509 280000000 6.035606 -1.311591 0.499986
509 280000000 2.182808 -0.990458 0.273014
509 280000000 6.072775 0.151532 0.496981
509 280000000 2.413423 0.742492 0.498293
509 280000000 3.031165 1.482146 0.250933
509 304000000 6.039207 -1.321462 0.503502
509 304000000 2.191896 -0.999054 0.280721
509 304000000 6.073618 0.142138 0.498321
509 304000000 2.418458 0.733104 0.504181
509 304000000 3.035077 1.474298 0.255041
509 333000000 6.035223 -1.332598 0.500036
509 333000000 2.181260 -1.012209 0.273427
509 333000000 6.081707 0.130075 0.509514
509 333000000 2.435593 0.726544 0.523943
509 333000000 3.035039 1.464203 0.255102
509 359000000 6.034362 -1.342446 0.499571
509 359000000 2.173079 -1.021678 0.267585
509 359000000 6.070303 0.121938 0.499548
509 359000000 2.425881 0.715590 0.513029
509 359000000 3.019636 1.452500 0.240674
509 384000000 6.039573 -1.352622 0.504744
509 384000000 2.172358 -1.033478 0.265518
509 384000000 6.062056 0.112403 0.493506
509 384000000 2.395869 0.706935 0.485409
509 384000000 3.020525 1.443348 0.242029
509 414000000 6.041634 -1.363517 0.507828
509 414000000 2.167932 -1.045645 0.263547
509 414000000 6.074959 0.099601 0.507775
509 414000000 2.405699 0.693730 0.498023
509 414000000 3.026826 1.433630 0.247734
509 439000000 6.025601 -1.373707 0.493492
509 439000000 2.174347 -1.055488 0.270572
509 439000000 6.067043 0.090407 0.502004
509 439000000 2.432934 0.683181 0.522940
509 439000000 3.035659 1.425630 0.255157
509 463000000 6.034969 -1.384193 0.501904
509 463000000 2.170808 -1.064526 0.266647
509 463000000 6.056573 0.081509 0.492842
509 463000000 2.400842 0.675174 0.495721
509 463000000 3.026623 1.415296 0.248493
509 488000000 6.040519 -1.393760 0.507860
509 488000000 2.189355 -1.074158 0.285574
509 488000000 6.058690 0.071065 0.496974
509 488000000 2.409683 0.665265 0.504643
509 488000000 3.026479 1.405645 0.248055
509 514000000 6.043592 -1.405769 0.511373
509 514000000 2.179913 -1.086169 0.277192
509 514000000 6.055385 0.060585 0.495699
509 514000000 2.422258 0.655324 0.516727
509 514000000 3.032241 1.397062 0.252931
509 538000000 6.031581 -1.414864 0.500683
509 538000000 2.176389 -1.097318 0.274788
509 538000000 6.062527 0.050615 0.503874
509 538000000 2.419119 0.644825 0.515153
509 538000000 3.028303 1.387132 0.250761
509 563000000 6.029054 -1.425497 0.497762
509 563000000 2.163112 -1.109185 0.264202
509 563000000 6.064780 0.040487 0.508050
509 563000000 2.393321 0.636777 0.493245
509 563000000 3.030220 1.377795 0.252496
509 589000000 6.035533 -1.436568 0.503622
509 589000000 2.162187 -1.120897 0.263510
509 589000000 6.053030 0.030542 0.497593
509 589000000 2.408414 0.625884 0.508570
509 589000000 3.021156 1.366263 0.243945
509 614000000 6.026655 -1.447082 0.495524
509 614000000 2.169363 -1.130737 0.270401
509 614000000 6.052831 0.020547 0.498298
509 614000000 2.393441 0.616913 0.496369
509 614000000 3.027885 1.358426 0.250862
509 638000000 6.029644 -1.457275 0.499894
509 638000000 2.167308 -1.141071 0.270032
509 638000000 6.055910 0.010276 0.502635
509 638000000 2.429827 0.605286 0.530805
509 638000000 3.028968 1.349034 0.251922
